gene,environment,n_replicates,replicate_pre_effects,replicate_post_effects,mean_pre_effect,mean_post_effect,suppression_fraction,category,baseline_effect_size_pass,baseline_direction_concordant,post_direction_concordant,replicate_retention_eligible
TBC1D28,plastic,2,0.00298152;-1.00695,0.000355374;0.003106,-0.5019821940865694,0.0017306883616449859,1.0034477086678228,suppressed,True,False,True,False
TBC1D29P,hydrogel,2,0.00150686;0.00247463,0.00371101;0.00612317,0.0019907409536399356,0.004917091764605086,,insufficient,False,False,True,False
TBC1D29P,plastic,2,0.00415732;-0.204951,0.000499602;0.00396266,-0.10039673922258507,0.0022311291200949324,,insufficient,False,False,True,False
TBC1D2B,hydrogel,2,-0.15651;-0.00426358,-0.445316;-0.310312,-0.0803868487374011,-0.37781390792915026,,insufficient,False,False,True,False
TBC1D2B,plastic,2,-0.1709;0.216164,0.374493;0.139011,0.022632115782250217,0.25675186973049957,,insufficient,False,False,True,False
TBC1D3,hydrogel,2,0.000614388;0.429338,0.00137739;0.00258205,0.21497616094174407,0.001979721296906,,insufficient,False,False,True,False
TBC1D3,plastic,2,0.001631;-0.000643265,0.000194145;-0.393942,0.0004938701193666004,-0.196874066583763,,insufficient,False,False,False,False
TBC1D30,hydrogel,2,0.0512123;0.267172,0.368334;-0.0250866,0.15919190853671505,0.1716238580386249,,insufficient,False,False,False,False
TBC1D30,plastic,2,-0.441623;-0.558455,0.340979;1.10586,-0.500038844773175,0.7234201562947202,2.4467279169538805,suppressed,True,False,True,False
TBC1D31,hydrogel,2,0.236626;0.0956671,-0.179532;-0.0760295,0.16614655913355936,-0.12778067709110985,,insufficient,False,False,True,False
TBC1D31,plastic,2,0.00354492;0.113194,0.113804;-0.208386,0.0583692251241148,-0.047291000111745696,,insufficient,False,False,False,False
TBC1D32,hydrogel,2,-0.691162;-0.467588,0.0967281;0.513201,-0.5793750261294397,0.3049645984306242,1.526368215192091,suppressed,True,False,True,False
TBC1D32,plastic,2,0.627184;-0.853745,-0.327217;0.0929941,-0.11328032458800052,-0.11711136923168919,,insufficient,False,False,False,False
TBC1D3B,hydrogel,2,0.345024;0.352979,0.216561;-0.09311,0.34900152698898523,0.06172573261448511,,insufficient,False,False,False,False
TBC1D3B,plastic,2,0.139017;-0.537897,-0.0257406;0.175543,-0.19944002160421515,0.07490123642589497,,insufficient,False,False,False,False
TBC1D3C,hydrogel,2,0.000499304;0.000825324,0.00111851;0.00209917,0.0006623142257959902,0.0016088380540509872,,insufficient,False,False,True,False
TBC1D3C,plastic,2,-0.258374;-0.000522853,0.000157712;0.423977,-0.1294484103190608,0.21206741092243148,,insufficient,False,False,True,False
TBC1D3D,hydrogel,2,0.825839;0.766302,-0.410534;0.00715996,0.79607061158713,-0.20168723877849493,1.2533534536294337,suppressed,True,True,False,True
TBC1D3D,plastic,2,0.00454779;-0.00178677,0.000541809;0.00475686,0.001380511710630028,0.002649336318859996,,insufficient,False,False,True,False
TBC1D3E,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3E,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3F,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3F,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3G,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3G,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3H,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3H,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3I,hydrogel,2,-0.161255;-0.421498,0.0606525;-0.0750054,-0.2913768306206349,-0.007176470473944985,,insufficient,False,False,False,False
TBC1D3I,plastic,2,-0.462531;-0.00178137,0.000537543;0.0870987,-0.23215603950170494,0.04381812040555999,,insufficient,False,False,True,False
TBC1D3J,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3J,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3K,hydrogel,2,0.331046;0.000625745,0.000846611;0.00159252,0.1658356460434455,0.001219564121240968,,insufficient,False,False,True,False
TBC1D3K,plastic,2,0.00100389;0.20941,0.000119458;0.00106081,0.10520670928252002,0.000590134592570013,,insufficient,False,False,True,False
TBC1D3L,hydrogel,2,0.163279;0.0192608,-0.243017;-0.271484,0.09126983631008923,-0.257250230552565,,insufficient,False,False,True,False
TBC1D3L,plastic,2,-0.0517673;0.0364803,0.0230468;-0.546312,-0.007643499841210044,-0.2616326106603801,,insufficient,False,False,False,False
TBC1D3P1,hydrogel,2,0.0391919;0.00273917,0.00191294;-0.19018,0.020965510762095074,-0.09413351124103103,,insufficient,False,False,False,False
TBC1D3P1,plastic,2,0.00345001;-0.00171698,-0.0369709;0.00438627,0.0008665191798700178,-0.01629231440025003,,insufficient,False,False,False,False
TBC1D3P1-DHX40P1,hydrogel,2,0.181337;0.304346,0.227377;0.661391,0.2428411939880002,0.44438384736412506,,insufficient,False,False,True,False
TBC1D3P1-DHX40P1,plastic,2,-0.407986;-0.00223989,0.0028796;-0.133061,-0.2051130104171901,-0.06509056356182008,,insufficient,False,False,False,False
TBC1D3P2,hydrogel,2,0.000901385;0.00148029,0.00221989;0.00366282,0.0011908393790001082,0.0029413503011299635,,insufficient,False,False,True,False
TBC1D3P2,plastic,2,0.00248686;-0.000927884,0.000298857;0.0632061,0.0007794893402550684,0.03175249510563005,,insufficient,False,False,True,False
TBC1D3P3,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3P3,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3P4,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3P4,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBC1D3P5,hydrogel,2,0.00194181;0.00318893,0.00160588;0.00670519,0.002565371043114939,0.004155532502875148,,insufficient,False,False,True,False
TBC1D3P5,plastic,2,0.00337825;-0.327789,0.000527466;0.00510648,-0.16220554988547303,0.0028169740269100574,,insufficient,False,False,True,False
TBC1D3P6,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
TBC1D3P6,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
TBC1D3P7,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
TBC1D3P7,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
TBC1D4,hydrogel,2,0.673941;-0.823995,0.311034;0.102361,-0.07502718686353083,0.20669756655119542,,insufficient,False,False,True,False
TBC1D4,plastic,2,0.176682;0.977006,0.664792;0.291104,0.5768438755760146,0.47794790835,0.17144321264962858,fully_retained,True,False,True,False
TBC1D5,hydrogel,2,-0.31532;-0.351542,-0.237575;-0.372018,-0.3334312415982996,-0.30479623559125013,,insufficient,False,False,True,False
TBC1D5,plastic,2,0.254016;-0.351345,0.0480055;0.040687,-0.04866452334445004,0.044346244091750364,,insufficient,False,False,True,False
TBC1D7,hydrogel,2,0.367048;0.559774,0.122545;0.0915475,0.4634109388390497,0.10704643769529998,,insufficient,False,False,True,False
TBC1D7,plastic,2,0.197313;0.346146,0.093734;-0.059385,0.27172937636944994,0.017174498809499283,,insufficient,False,False,False,False
TBC1D8,hydrogel,2,0.46704;0.442858,-0.0400925;0.206891,0.45494880456128595,0.08339917534131036,,insufficient,False,False,False,False
TBC1D8,plastic,2,0.652368;0.731496,0.316382;0.0318578,0.6919318760710498,0.17411981616080574,0.7483569955621953,partially_retained,True,True,True,True
TBC1D8-AS1,hydrogel,2,0.0168844;-0.517242,-0.0882756;-0.152822,-0.25017859788740004,-0.1205486036783201,,insufficient,False,False,True,False
TBC1D8-AS1,plastic,2,-0.219361;-0.103595,-0.349588;-0.599858,-0.16147809848828998,-0.47472296458461005,,insufficient,False,False,True,False
TBC1D8B,hydrogel,2,0.0177801;-0.624212,-0.218073;-0.0996038,-0.3032160411854994,-0.15883838782646986,,insufficient,False,False,True,False
TBC1D8B,plastic,2,-0.185584;-0.344315,-0.380404;-0.0972434,-0.2649492757426506,-0.23882371709166517,,insufficient,False,False,True,False
TBC1D9,hydrogel,2,-0.112035;-0.301607,-0.587477;-0.100313,-0.2068208648198997,-0.3438952861864353,,insufficient,False,False,True,False
TBC1D9,plastic,2,-0.164268;-0.0612279,-0.25544;0.049401,-0.11274816944315003,-0.10301951741366988,,insufficient,False,False,False,False
TBC1D9B,hydrogel,2,0.214609;0.361161,-0.553644;-0.159364,0.28788507823685006,-0.35650388158180046,,insufficient,False,False,True,False
TBC1D9B,plastic,2,0.292367;0.146116,-0.0892779;0.00866538,0.2192413167690006,-0.04030627411175036,,insufficient,False,False,False,False
TBCA,hydrogel,2,0.342055;0.227407,0.086303;-0.12269,0.28473112206840057,-0.018193618243899756,,insufficient,False,False,False,False
TBCA,plastic,2,0.0634644;0.109455,0.042568;0.00772631,0.08645960363524985,0.02514713339304908,,insufficient,False,False,True,False
TBCAP1,hydrogel,2,0.0302531;0.00211443,0.00317085;-0.0237337,0.01618376314718495,-0.01028141198154009,,insufficient,False,False,False,False
TBCAP1,plastic,2,-0.0833445;-0.00132537,0.000426882;-0.0255797,-0.04233495418236499,-0.012576414682434978,,insufficient,False,False,False,False
TBCAP2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBCAP2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBCAP3,hydrogel,2,0.000352048;0.00140481,0.000723686;0.00544723,0.000878430418330467,0.0030854565657795208,,insufficient,False,False,True,False
TBCAP3,plastic,2,0.425289;-0.000929299,0.000102029;0.0044908,0.21217961791526546,0.0022964151408905176,,insufficient,False,False,True,False
TBCB,hydrogel,2,0.138906;0.189024,0.264928;0.193812,0.16396476980014985,0.22937006134039972,,insufficient,False,False,True,False
TBCB,plastic,2,0.105395;0.177773,0.183728;0.0826011,0.14158391149435,0.13316465060850025,,insufficient,False,False,True,False
TBCC,hydrogel,2,-0.420793;-0.238459,0.0264447;-0.0732339,-0.32962593066645063,-0.023394615231449478,,insufficient,False,False,False,False
TBCC,plastic,2,-0.305314;-0.188471,0.0709335;-0.164446,-0.24689255412720001,-0.046756424367299765,,insufficient,False,False,False,False
TBCCD1,hydrogel,2,0.146394;0.152196,0.151186;0.0368538,0.14929503585829984,0.09401977735879985,,insufficient,False,False,True,False
TBCCD1,plastic,2,-0.0311048;0.00736012,-0.246313;0.000677471,-0.011872347056450572,-0.12281762286045073,,insufficient,False,False,False,False
TBCD,hydrogel,2,0.596417;0.437319,-0.325444;0.0380144,0.5168676525022002,-0.143714761096299,1.278049439543302,suppressed,True,False,False,False
TBCD,plastic,2,0.458939;0.205504,0.020128;0.364829,0.33222137560654996,0.1924786449931002,,insufficient,False,False,True,False
TBCE,hydrogel,2,0.218684;0.352476,0.12462;-0.0313563,0.28557973753162624,0.046631916963142395,,insufficient,False,False,False,False
TBCE,plastic,2,-0.0757921;0.0110263,0.0163409;-0.276012,-0.03238290761742224,-0.12983557412933688,,insufficient,False,False,False,False
TBCEL,hydrogel,2,-0.284226;-0.274012,-0.372325;-0.195394,-0.27911877708735044,-0.28385950710559893,,insufficient,False,False,True,False
TBCEL,plastic,2,-0.238286;-0.193517,-0.236207;-0.0175756,-0.21590186693719993,-0.12689151477660054,,insufficient,False,False,True,False
TBCEL-TECTA,hydrogel,2,-0.299167;0.663193,0.0940284;-0.00538496,0.18201292474367525,0.04432172232686016,,insufficient,False,False,False,False
TBCEL-TECTA,plastic,2,-0.725172;0.186142,0.745613;0.141333,-0.26951504956287,0.4434734585169502,,insufficient,False,False,True,False
TBCK,hydrogel,2,-0.158496;-0.180876,-0.246507;-0.123617,-0.1696860076811495,-0.18506216434739997,,insufficient,False,False,True,False
TBCK,plastic,2,-0.237446;-0.31302,-0.173936;-0.33199,-0.27523331003979923,-0.2529627842020501,,insufficient,False,False,True,False
TBILA,hydrogel,2,0.39844;0.225426,-0.0797955;0.225554,0.311933089299645,0.07287940992858477,,insufficient,False,False,False,False
TBILA,plastic,2,0.332469;-0.0198801,0.122563;0.284257,0.156294477505885,0.2034102821529049,,insufficient,False,False,True,False
TBK1,hydrogel,2,0.0176001;0.070794,0.0837408;0.0554278,0.04419703835790045,0.06958425987579986,,insufficient,False,False,True,False
TBK1,plastic,2,0.0113149;-0.198065,-0.0522045;-0.0961016,-0.09337504077785042,-0.07415306676989974,,insufficient,False,False,True,False
TBKBP1,hydrogel,2,-0.684217;-0.969979,-0.296852;-0.309129,-0.82709812186615,-0.30299054386980506,0.63367037615056,partially_retained,True,True,True,True
TBKBP1,plastic,2,0.307651;0.0729386,0.128579;0.402322,0.19029486147025,0.26545047732857974,,insufficient,False,False,True,False
TBL1X,hydrogel,2,0.182045;-0.152501,-0.0447371;0.0189786,0.014772255071051177,-0.012879254781599236,,insufficient,False,False,False,False
TBL1X,plastic,2,-0.00159825;0.172697,-0.111356;0.345094,0.08554923413845028,0.11686924419104994,,insufficient,False,False,False,False
TBL1XR1,hydrogel,2,-0.164523;-0.257503,-0.457244;-0.0476611,-0.21101317500125027,-0.2524524446928993,,insufficient,False,False,True,False
TBL1XR1,plastic,2,-0.245126;-0.250222,-0.102315;-0.379897,-0.2476741515662999,-0.24110609072014988,,insufficient,False,False,True,False
TBL1XR1-AS1,hydrogel,2,-0.107908;0.294561,0.0997947;-0.0552566,0.0933267567771301,0.022269025622999927,,insufficient,False,False,False,False
TBL1XR1-AS1,plastic,2,-0.129627;-0.00192296,-0.0367993;-0.0692649,-0.06577512318633494,-0.05303211014433007,,insufficient,False,False,True,False
TBL1Y,hydrogel,2,0.000278343;0.00671903,0.00068549;0.00113106,0.0034986872492948073,0.0009082745689099614,,insufficient,False,False,True,False
TBL1Y,plastic,2,0.000767931;-0.000286526,9.22855e-05;0.000731973,0.00024070249103491648,0.0004121293514049995,,insufficient,False,False,True,False
TBL1YP1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBL1YP1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBL2,hydrogel,2,0.130417;0.123554,0.20298;0.0109165,0.1269855899917003,0.10694819141625,,insufficient,False,False,True,False
TBL2,plastic,2,-0.012334;0.147501,-0.0173091;-0.0428431,0.06758333760595026,-0.03007611715054992,,insufficient,False,False,True,False
TBL3,hydrogel,2,0.212512;-0.18043,0.158892;-0.382514,0.016041261441550603,-0.11181090201534971,,insufficient,False,False,False,False
TBL3,plastic,2,-0.159928;-0.0171006,0.0574769;-0.0618946,-0.08851443830664962,-0.0022088684099497158,,insufficient,False,False,False,False
TBP,hydrogel,2,-0.0534432;-0.0703514,-0.0431083;0.0735946,-0.06189729960830004,0.015243137670950091,,insufficient,False,False,False,False
TBP,plastic,2,-0.282911;-0.0237498,0.14032;-0.0888925,-0.15333049742659988,0.025713619082250005,,insufficient,False,False,False,False
TBPL1,hydrogel,2,0.105817;-0.0285245,0.262236;-0.123838,0.03864646054824927,0.06919923873245004,,insufficient,False,False,False,False
TBPL1,plastic,2,-0.116607;-0.257069,0.130561;0.283427,-0.1868379267035003,0.2069938876571502,,insufficient,False,False,True,False
TBPL2,hydrogel,2,-0.0778908;0.20392,-0.0650052;0.00289777,0.06301486896560105,-0.03105370587577,,insufficient,False,False,False,False
TBPL2,plastic,2,0.0018213;-0.0123916,-0.0716862;0.0682835,-0.005285171780861575,-0.0017013606852165353,,insufficient,False,False,False,False
TBR1,hydrogel,2,0.00123143;-0.0442944,-0.302111;-0.51361,-0.021531467005824978,-0.40786069834074,,insufficient,False,False,True,False
TBR1,plastic,2,0.00326925;0.272928,-0.0886425;0.00344465,0.13809880779794004,-0.04259893441918994,,insufficient,False,False,False,False
TBRG1,hydrogel,2,0.0554777;0.00675223,-0.234969;0.0853529,0.03111494452260022,-0.07480817066949896,,insufficient,False,False,False,False
TBRG1,plastic,2,0.0725388;0.056017,0.0911973;-0.111835,0.06427791696560003,-0.010318926914749227,,insufficient,False,False,False,False
TBRG4,hydrogel,2,0.144621;0.234247,-0.00701962;0.0416779,0.18943420876244943,0.017329128868849075,,insufficient,False,False,False,False
TBRG4,plastic,2,0.146584;0.294463,0.144633;-0.0362721,0.2205236078196,0.05418030897295001,,insufficient,False,False,False,False
TBX1,hydrogel,2,-0.196457;-0.0984929,-0.229186;0.0913296,-0.14747512322437517,-0.06892811279010003,,insufficient,False,False,False,False
TBX1,plastic,2,-1.60731;-1.35531,-1.56855;-1.16571,-1.4813077528778251,-1.3671290325990748,0.07707967507557323,fully_retained,True,True,True,True
TBX10,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBX10,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TBX15,hydrogel,2,0.126881;-0.108343,-0.663572;0.244876,0.009268707608660165,-0.2093482205307846,,insufficient,False,False,False,False
TBX15,plastic,2,-0.139687;0.0133418,-0.278346;-0.562487,-0.06317239872539471,-0.42041649526029046,,insufficient,False,False,True,False
TBX18,hydrogel,2,-0.435311;-0.0482687,-0.249065;0.0842159,-0.2417897367948454,-0.08242475509514513,,insufficient,False,False,False,False
TBX18,plastic,2,0.033579;-0.185145,0.0102088;0.515752,-0.07578278538952432,0.2629803790633103,,insufficient,False,False,True,False
TBX18-AS1,hydrogel,2,-0.0431123;-0.0829223,-0.257511;0.332291,-0.06301732784157199,0.037389588078416414,,insufficient,False,False,False,False
TBX18-AS1,plastic,2,-0.0367725;-0.0954356,0.26737;-0.0841841,-0.06610404011074794,0.0915926992029844,,insufficient,False,False,False,False
TBX19,hydrogel,2,-0.0386476;0.40362,-0.438645;-0.237023,0.18248639241251485,-0.3378341592508547,,insufficient,False,False,True,False
TBX19,plastic,2,-0.122172;0.268318,-0.248456;-0.256323,0.07307299147989044,-0.25238940623277006,,insufficient,False,False,True,False
TBX2,hydrogel,2,-0.115337;-0.362565,-0.242985;0.149152,-0.23895080917184952,-0.04691661617239973,,insufficient,False,False,False,False
TBX2,plastic,2,-0.0949383;-0.033281,-0.2713;-0.322352,-0.06410963968485017,-0.29682611158369987,,insufficient,False,False,True,False
TBX2-AS1,hydrogel,2,-0.651395;-0.823379,0.293302;-0.344192,-0.7373866204962751,-0.02544505058238533,0.9654929315570435,suppressed,True,True,False,True
TBX2-AS1,plastic,2,-0.752963;-0.232208,0.427143;-0.482248,-0.49258555579763463,-0.027552735261499706,,insufficient,False,False,False,False
TBX20,hydrogel,2,0.200012;-0.12482,-0.15567;0.00516085,0.03759590149712,-0.07525449101445492,,insufficient,False,False,False,False
TBX20,plastic,2,-0.18246;-0.203966,-0.082114;0.100284,-0.19321300455346002,0.009084910630084875,,insufficient,False,False,False,False
TBX21,hydrogel,2,0.0007377;0.00121932,0.00165352;0.0031006,0.0009785119571939782,0.002377060436320494,,insufficient,False,False,True,False
TBX21,plastic,2,0.277705;-0.516759,-0.209658;0.00206405,-0.11952662637990347,-0.10379706006668801,,insufficient,False,False,False,False
TBX22,hydrogel,2,0.000794764;0.0013052,0.0019573;0.00322956,0.0010499801035250833,0.0025934306071400126,,insufficient,False,False,True,False
TBX22,plastic,2,0.0021927;-0.0544578,0.000263506;0.00209003,-0.026132573473640064,0.0011767684691549318,,insufficient,False,False,True,False
TBX3,hydrogel,2,0.0817904;-0.354299,-0.0972319;-0.182068,-0.13625437141210028,-0.13964980054635046,,insufficient,False,False,True,False
TBX3,plastic,2,0.36875;0.271557,0.238593;0.144726,0.3201537255311493,0.19165970315825032,,insufficient,False,False,True,False
TBX4,hydrogel,2,-0.532414;-0.399834,0.905852;0.290503,-0.46612378313969005,0.5981776616658148,,insufficient,False,False,True,False
TBX4,plastic,2,0.116459;0.446124,0.000979894;-0.28589,0.2812916736427349,-0.1424552740812599,,insufficient,False,False,False,False
TBX5,hydrogel,2,0.317198;-0.108934,-0.267674;0.164031,0.10413158312716586,-0.05182129148330983,,insufficient,False,False,False,False
TBX5,plastic,2,0.464225;0.659509,0.294655;0.0712781,0.561866710535095,0.18296628391490977,0.674359985234467,partially_retained,True,False,True,False
TBX5-AS1,hydrogel,2,0.5434;0.231635,0.131944;0.498538,0.38751741790464056,0.31524059666551985,,insufficient,False,False,True,False
TBX5-AS1,plastic,2,0.496617;0.196311,0.338423;0.253024,0.34646392524409997,0.295723702476554,,insufficient,False,False,True,False
TBX6,hydrogel,2,-0.204626;-0.156559,-0.44921;-0.209669,-0.18059279581293997,-0.3294396617637252,,insufficient,False,False,True,False
TBX6,plastic,2,-0.205375;-0.0537444,0.164466;0.00454479,-0.12955984892518013,0.08450530187248995,,insufficient,False,False,True,False
TBXA2R,hydrogel,2,0.855457;0.387486,0.60327;0.272311,0.6214714648668855,0.43779036518784986,0.29555838049358996,partially_retained,True,False,True,False
TBXA2R,plastic,2,0.0894615;0.507565,0.277288;-0.342892,0.29851320780485535,-0.03280191968653945,,insufficient,False,False,False,False
TBXAS1,hydrogel,2,0.287667;0.453364,0.547249;0.691147,0.3705155666496047,0.6191975650115351,,insufficient,False,False,True,False
TBXAS1,plastic,2,0.68949;0.990342,0.340375;0.516932,0.8399157185739758,0.42865350703296023,0.489646999629039,partially_retained,True,True,True,True
TBXT,hydrogel,2,0.000539713;0.00088634,0.00132918;0.00219315,0.0007130264732950753,0.0017611616385400097,,insufficient,False,False,True,False
TBXT,plastic,2,0.00148903;-0.0248396,0.000178943;0.00141931,-0.011675262394815089,0.0007991266392948226,,insufficient,False,False,True,False
TC2N,hydrogel,2,-0.187817;-1.65537,0.666912;-1.01263,-0.9215927486179003,-0.17285812869385975,0.8124354505250908,suppressed,True,False,False,False
TC2N,plastic,2,-1.09532;-0.564874,-0.956255;-0.912622,-0.8300957084865404,-0.934438438569555,-0.12569963802518136,enhanced_or_reprogrammed,True,True,True,True
TCAF1,hydrogel,2,-0.396273;-0.533189,-0.176543;0.00329094,-0.4647308984398997,-0.0866257831557995,,insufficient,False,False,False,False
TCAF1,plastic,2,-0.0638019;-0.328824,-0.127321;-0.192542,-0.19631306540620042,-0.1599315771127996,,insufficient,False,False,True,False
TCAF1P1,hydrogel,2,0.119148;-0.0565163,-0.451399;0.454535,0.031315698626788624,0.0015679725050610216,,insufficient,False,False,False,False
TCAF1P1,plastic,2,-0.326678;-0.548638,-0.319045;-0.062412,-0.4376576940456296,-0.19072852622564618,,insufficient,False,False,True,False
TCAF2,hydrogel,2,1.16827;1.21509,-0.455826;0.559309,1.1916821959332156,0.05174168522220457,0.9565809698267035,suppressed,True,True,False,True
TCAF2,plastic,2,0.992204;0.409402,-0.235188;0.292577,0.7008030643030052,0.02869435752718008,0.9590550341618176,suppressed,True,False,False,False
TCAF2C,hydrogel,2,0.0018059;0.0029847,0.0745395;0.00758719,0.0023952987838999906,0.041063361250049946,,insufficient,False,False,True,False
TCAF2C,plastic,2,0.00479562;0.353028,0.00990423;0.0318815,0.17891163731562,0.020892867132704995,,insufficient,False,False,True,False
TCAF2P1,hydrogel,2,0.336347;0.0059434,-0.67241;0.0451526,0.1711453290755851,-0.3136284981136048,,insufficient,False,False,False,False
TCAF2P1,plastic,2,-0.193298;0.598795,0.198175;0.777043,0.20274858371478022,0.48760912094442,,insufficient,False,False,True,False
TCAIM,hydrogel,2,0.0606345;0.0203677,0.174668;0.117231,0.04050110544660068,0.1459497745563505,,insufficient,False,False,True,False
TCAIM,plastic,2,0.010281;-0.0670318,-0.203461;-0.167336,-0.02837541198670035,-0.18539846133715088,,insufficient,False,False,True,False
TCAM1P,hydrogel,2,-0.12843;0.00111353,0.00150718;0.00283356,-0.063658029815959,0.002170371620900502,,insufficient,False,False,True,False
TCAM1P,plastic,2,-0.0772142;-0.263478,0.000212629;0.318301,-0.17034592017603353,0.15925706019471697,,insufficient,False,False,True,False
TCAP,hydrogel,2,-0.12469;-0.325367,0.0296974;-0.407924,-0.22502857846939495,-0.18911316525449984,,insufficient,False,False,False,False
TCAP,plastic,2,0.144732;-0.00477622,0.000358108;0.00317892,0.06997786669339501,0.0017685129810098843,,insufficient,False,False,True,False
TCEA1,hydrogel,2,0.661917;0.795488,0.445925;-0.195877,0.7287026493619502,0.12502402999425044,0.8284292912840086,suppressed,True,True,False,True
TCEA1,plastic,2,0.548138;0.555163,0.0198786;0.0434722,0.5516504580768995,0.03167540196885099,0.9425806658816633,suppressed,True,True,True,True
TCEA1P1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TCEA1P1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
TCEA1P2,hydrogel,2,-0.380587;-0.019306,-0.10857;-0.559774,-0.19994657845382502,-0.3341721989961701,,insufficient,False,False,True,False
TCEA1P2,plastic,2,0.0635424;-0.130035,0.000880549;0.00777055,-0.033246456476635045,0.004325549501450032,,insufficient,False,False,True,False
TCEA1P3,hydrogel,2,0.000794764;0.0013052,0.0019573;0.00322956,0.0010499801035250833,0.0025934306071400126,,insufficient,False,False,True,False
TCEA1P3,plastic,2,0.0021927;-0.0544578,0.000263506;0.00209003,-0.026132573473640064,0.0011767684691549318,,insufficient,False,False,True,False
TCEA1P4,hydrogel,2,0.000585458;-0.04344,0.00130963;-0.153274,-0.021427286998643012,-0.07598239609427049,,insufficient,False,False,False,False
TCEA1P4,plastic,2,0.00155281;0.243973,0.397769;0.00164066,0.12276305913149249,0.19970495815543146,,insufficient,False,False,True,False
TCEA2,hydrogel,2,-0.440591;-0.331055,-0.0107516;-0.0906189,-0.385822679089201,-0.05068524443970013,,insufficient,False,False,True,False
TCEA2,plastic,2,-0.287268;-0.278946,-0.0865458;-0.197409,-0.28310716276290027,-0.14197753746289976,,insufficient,False,False,True,False
TCEA3,hydrogel,2,0.357881;-0.593018,0.506797;0.536101,-0.11756851709001515,0.5214488658101204,,insufficient,False,False,True,False
TCEA3,plastic,2,-0.483742;-0.17772,0.116702;0.218088,-0.33073099270629003,0.16739492598005468,,insufficient,False,False,True,False
TCEAL1,hydrogel,2,-0.233379;-0.238734,-0.100929;-0.291354,-0.23605663862250115,-0.19614176349599965,,insufficient,False,False,True,False
TCEAL1,plastic,2,-0.221126;-0.121315,0.0184433;0.0138846,-0.17122031293429973,0.01616391159770103,,insufficient,False,False,True,False
TCEAL2,hydrogel,2,0.128683;-0.328762,-0.402276;-0.586448,-0.10003930458534516,-0.4943620869857852,,insufficient,False,False,True,False
TCEAL2,plastic,2,-0.688077;-0.440939,-0.716426;-0.133614,-0.5645078558706498,-0.4250197431164502,0.24709684958956823,fully_retained,True,False,True,False
TCEAL3,hydrogel,2,0.330583;0.110745,0.0193636;0.0695031,0.22066380067064983,0.04443339497784926,,insufficient,False,False,True,False
TCEAL3,plastic,2,0.0178468;0.143866,-0.0222109;0.109411,0.08085628809705003,0.043599890016949416,,insufficient,False,False,False,False
TCEAL3-AS1,hydrogel,2,-0.04053;-0.0772524,-0.0340128;0.0490931,-0.05889120864146352,0.007540169267325536,,insufficient,False,False,False,False
TCEAL3-AS1,plastic,2,0.00122984;-0.000873765,7.16939e-05;-0.150387,0.00017803955040596176,-0.07515773431121103,,insufficient,False,False,False,False
TCEAL4,hydrogel,2,-0.508399;-0.328122,-0.594953;-0.765894,-0.4182604778296497,-0.6804233347464992,,insufficient,False,False,True,False
